epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7342615723609924,9.999999747378752e-06,1.009242057800293,0.8725828528404236,0.8571293354034424
1,0.7633683681488037,9.999999747378752e-06,0.9515186548233032,0.8784530162811279,0.8347727656364441
2,0.7793660163879395,9.999999747378752e-06,0.9173918962478638,0.8808701634407043,0.8221364617347717
3,0.7886979579925537,9.999999747378752e-06,0.8940879702568054,0.886049747467041,0.8056908845901489
4,0.7972893118858337,9.999999747378752e-06,0.8826629519462585,0.8829419612884521,0.8045220971107483
5,0.7969189882278442,9.999999747378752e-06,0.8746222853660583,0.8850138187408447,0.8008151650428772
6,0.8068434596061707,9.999999747378752e-06,0.8606833219528198,0.8901933431625366,0.7876995801925659
7,0.8103243708610535,9.999999747378752e-06,0.8479284644126892,0.8922652006149292,0.7795711755752563
8,0.8180269598960876,9.999999747378752e-06,0.8353959321975708,0.894336998462677,0.7739841341972351
9,0.8178788423538208,9.999999747378752e-06,0.8349459767341614,0.896063506603241,0.7652241587638855
10,0.8235076069831848,9.999999747378752e-06,0.8217204213142395,0.8988259434700012,0.7603265047073364
11,0.8262479901313782,9.999999747378752e-06,0.8149099946022034,0.9012430906295776,0.7519034743309021
12,0.82965487241745,9.999999747378752e-06,0.806413471698761,0.9026243090629578,0.7500786781311035
13,0.831210196018219,9.999999747378752e-06,0.8041687607765198,0.9081491827964783,0.744274914264679
14,0.8357280492782593,9.999999747378752e-06,0.8030141592025757,0.907113254070282,0.7396962642669678
15,0.8413568139076233,9.999999747378752e-06,0.7912733554840088,0.9046961069107056,0.7404519319534302
16,0.8407643437385559,9.999999747378752e-06,0.7888184785842896,0.9074585437774658,0.7373080849647522
17,0.8457265496253967,9.999999747378752e-06,0.7827710509300232,0.91194748878479,0.7359264492988586
18,0.8499481678009033,9.999999747378752e-06,0.7721866965293884,0.9102209806442261,0.7360292077064514
19,0.8471337556838989,9.999999747378752e-06,0.7711275219917297,0.9084944725036621,0.7351098656654358
20,0.8529106974601746,9.999999747378752e-06,0.7630811929702759,0.9129834175109863,0.7269085645675659
21,0.8523922562599182,9.999999747378752e-06,0.7660009860992432,0.9147099256515503,0.7248333692550659
22,0.8546141386032104,9.999999747378752e-06,0.7590267062187195,0.9126381278038025,0.723955512046814
23,0.8572803735733032,9.999999747378752e-06,0.7546974420547485,0.9143646359443665,0.7202177047729492
24,0.8607613444328308,9.999999747378752e-06,0.748308002948761,0.9171270728111267,0.7177037000656128
25,0.8548363447189331,9.999999747378752e-06,0.7556281685829163,0.9188535809516907,0.7137758135795593
26,0.8582432270050049,9.999999747378752e-06,0.7465990781784058,0.9219613075256348,0.7104069590568542
27,0.864464521408081,9.999999747378752e-06,0.7396109104156494,0.9167817831039429,0.7115872502326965
28,0.8658717274665833,9.999999747378752e-06,0.7345831394195557,0.916436493396759,0.7153158187866211
29,0.8712783455848694,9.999999747378752e-06,0.7286180853843689,0.9188535809516907,0.7115128636360168
30,0.8706858158111572,2.9999998787388904e-06,0.7267692685127258,0.9191988706588745,0.7087546586990356
31,0.8737224340438843,2.9999998787388904e-06,0.7246263027191162,0.9223066568374634,0.7053167819976807
32,0.869278609752655,2.9999998787388904e-06,0.7282622456550598,0.9223066568374634,0.7042489051818848
33,0.874092698097229,2.9999998787388904e-06,0.719926118850708,0.9216160178184509,0.7045056819915771
34,0.8708339333534241,2.9999998787388904e-06,0.724418044090271,0.9212707281112671,0.7056280970573425
35,0.8729076981544495,2.9999998787388904e-06,0.7241358757019043,0.9223066568374634,0.7043381333351135
36,0.8764627575874329,8.999999749903509e-07,0.7187930345535278,0.9226519465446472,0.7040446400642395
37,0.8764627575874329,8.999999749903509e-07,0.7185216546058655,0.9236878156661987,0.703710675239563
38,0.8759443163871765,8.999999749903509e-07,0.722507119178772,0.9233425259590149,0.7039086222648621
39,0.8709080219268799,8.999999749903509e-07,0.7212724685668945,0.922997236251831,0.7038351893424988
40,0.8749074339866638,8.999999749903509e-07,0.7185883522033691,0.9243784546852112,0.7027480602264404
41,0.8761665225028992,8.999999749903509e-07,0.7211402058601379,0.924723744392395,0.7017245888710022
42,0.8729817867279053,8.999999749903509e-07,0.7245451211929321,0.924723744392395,0.7029127478599548
43,0.8777958750724792,8.999999749903509e-07,0.7118468880653381,0.9236878156661987,0.701887845993042
44,0.8706117868423462,8.999999749903509e-07,0.7265432476997375,0.9243784546852112,0.7015724778175354
45,0.8780180811882019,8.999999749903509e-07,0.7147377729415894,0.9243784546852112,0.7023455500602722
46,0.8718708157539368,8.999999749903509e-07,0.7206960916519165,0.9236878156661987,0.701959490776062
47,0.8706117868423462,8.999999749903509e-07,0.7273651361465454,0.924723744392395,0.7019354104995728
48,0.874092698097229,2.699999868127634e-07,0.719151496887207,0.9243784546852112,0.7011439800262451
49,0.8781661987304688,2.699999868127634e-07,0.7156816720962524,0.9236878156661987,0.7014951705932617
